qo,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
mil,0.766537,-0.197254,-5.35817,-2.495006,-3.966134,-1.826259,-2.609517,0.680748,-6.114033,-7.749512,-10.674733,-12.503264,-11.142799,-3.661633,-10.247289,-11.410466,-9.890224,-8.259918,-8.369366,-8.995743,-9.168692,-6.991012,-5.489114,-4.167275,-11.735608,-8.412571,-0.714819,-1.379959,-1.042714,-1.902195,-1.708028,-1.032458,-3.45469,-0.242615,-4.555966,-1.514376,-4.035536,-2.64175,0.113973,-5.952462,-0.646117,-5.566347,-0.747492,-8.023739,-10.67095,-8.643344,-3.843326,-5.123777,-6.666173,-4.979555,-5.500125,-9.52112,-10.8622,0.54835,0.2606,-0.068446,-0.003723,0.524321,-0.209906,-0.070088,-0.264648,-0.439004,-1.616126,0.096836,0.94297,0.15512,0.852852,0.347553,2.885645,-0.905191,-2.386967,0.341762,-0.143234,0.531462,0.37119,-0.1548,0.230279,0.344003,-0.322215,-0.377337,0.496641,-1.442062,-0.793424,-0.376139,-1.003647,0.202124,0.126502,-0.361939,-0.372333,-0.547149,-0.524166,-1.295426,-0.222601,-0.214208,-3.362981,-0.520929,-6.194522,-3.179656,-1.924931,3.557239,-9.383393,-2.512654,-5.533854,-16.561159,-0.487757,-6.418679,-3.611819,-3.777135,-2.269719,-4.094192,-4.007866,-19.374506,-9.439013,-16.895395,-16.743817,-6.576814,-35.586195,-17.036182,-15.933665,-16.898348,-5.172244,-2.877258,-5.428303,-4.981248,-11.508481,1.286371,-7.775834,-11.604704,-6.117692,-6.487344,-6.141811,-5.059323,-3.248747,-7.445144,-2.786134,-0.567012,-0.761846,-1.31685,-0.752624
pcr,4.202165,1.840488,-3.571268,-2.099045,0.310733,-0.976461,-1.310496,9.926132,-1.165348,-6.544914,-14.233822,-9.819774,-8.497798,-7.759824,-3.6529,-9.034003,0.239298,-9.638643,-4.738252,-10.411556,-5.861574,-5.930114,-5.505368,-2.60823,-7.645112,-9.506479,0.174965,4.755988,-0.276546,0.199648,-0.990064,-1.787457,-0.406261,-1.443595,-2.356795,-0.894022,-5.798931,-1.700253,-2.425866,-2.811905,-1.662523,-2.799728,-1.133016,-9.158887,-10.607617,-4.530166,-2.158773,-2.173857,-3.43275,-8.830301,-3.913031,-10.125523,-9.314202,-0.413974,-4.039768,6.090665,5.380972,4.682582,3.059366,3.443061,1.500632,3.058835,1.110327,1.248781,2.915147,6.125971,5.203576,8.720031,1.747577,4.647485,1.30885,4.806911,0.730056,0.002069,0.898555,4.391753,5.427758,-3.71907,-2.341628,2.488045,3.875921,0.438165,-4.735091,-7.916287,-0.044874,-2.193153,-2.368703,0.999195,0.902819,0.660716,1.529679,0.635693,2.196501,1.457764,-6.2129,-1.222919,-1.003577,1.257826,-1.276957,1.666716,-4.123329,0.487302,-3.351769,-6.235907,-0.506987,7.188966,-5.423577,-3.015778,-0.858754,1.642169,-6.141288,-39.875016,-3.527643,-20.953709,-16.43201,-5.860788,-27.433894,-26.926916,-33.440505,-12.240363,-17.467134,12.544858,-2.883012,2.827197,-9.431602,4.943993,-17.633362,-6.66871,-4.84286,-8.144346,-4.267492,-4.797555,13.982792,-7.390807,18.09408,7.247105,-0.231947,-0.160078,-2.288743
sgr,1.736447,10.192966,7.551059,-0.148761,-5.615829,-1.11026,-0.217095,1.229507,-7.206093,-6.303115,1.064204,-11.11042,-13.336027,14.939532,-25.776749,-12.790999,1.507134,-7.272265,-6.099333,-12.632586,-6.079066,-7.849367,-5.373072,-4.288224,-21.140694,-8.850199,0.673407,1.200545,-1.524837,0.429087,-1.040199,-0.891039,-6.468547,3.034347,-4.801034,0.076206,-4.337956,-2.354417,-0.016881,-6.240815,-2.505077,-6.831964,-2.172101,-8.925379,-8.17956,-19.43864,-1.608319,9.707572,-10.317236,-31.186098,-4.20261,-12.393613,-8.496527,2.528604,4.93432,5.908934,1.079909,2.810809,2.205634,5.784704,4.130017,2.737922,1.616995,2.14166,3.490152,2.49689,1.31387,1.019661,1.600984,8.758264,2.492133,0.939357,11.529913,0.340618,4.656781,1.932432,2.150225,6.142787,2.74202,0.497769,3.087411,1.837302,4.65244,13.541533,-1.861651,3.913771,1.244288,1.312878,0.983523,2.409553,7.289326,12.907655,3.884303,1.756005,-7.345939,13.399652,-1.940473,-4.811476,7.781905,3.753344,-6.162476,11.206471,-5.309712,2.209932,-0.820179,8.624411,7.346218,-4.629156,-0.464583,1.784263,3.65329,-11.373366,-9.83682,-21.143101,-26.718097,-5.043495,-30.436749,-8.54353,-38.296185,-21.769788,-15.526145,-0.165241,-4.705099,-11.03747,-6.837217,-2.338359,-19.907632,-1.371772,-2.187011,-2.062968,-27.772712,-3.739396,-5.922415,-10.076655,2.998886,3.895648,1.211223,-3.99422,1.158678
ofd,-0.232389,0.314362,-3.699923,-1.862645,-2.991354,-1.324111,-3.724971,-0.242295,-5.77263,-7.34398,-5.894201,-9.881449,-9.606834,-8.813837,-9.237204,-10.794201,-10.67583,-7.823674,-6.09786,-12.176572,-6.39815,-9.585804,-7.457157,-4.55428,-10.260615,-11.226855,0.823933,-0.397745,-1.103286,0.895215,-0.901803,-3.678259,-3.747824,0.369429,-4.879593,0.099119,-4.886789,-4.294413,-0.54901,-4.751433,-0.58017,-6.683128,-1.35241,-9.462951,-11.80145,-8.267335,-3.75607,-0.613381,-4.315147,-6.223624,-4.735946,-7.904405,-9.392018,1.135844,-0.951731,-1.985825,0.581061,1.059362,-5.492269,0.600473,0.789302,0.113334,-1.117542,-0.151592,1.805177,0.349331,0.907185,1.156774,3.391516,-0.279062,0.091241,0.334265,-0.246377,0.795929,0.144502,-0.160529,0.833302,0.555191,0.609096,1.662664,2.611547,-4.919113,1.679382,-0.038163,-0.844507,-0.313844,0.553679,-0.009164,-0.85492,0.681245,0.203574,-0.935587,-0.144265,-0.180848,-4.592776,-0.163731,-4.751873,-2.347648,-2.398614,0.797254,-5.923654,-3.261075,-5.731907,-5.068544,-1.709748,-4.28717,-5.060853,-4.492602,-2.998767,-2.948995,-2.959764,-15.701266,-11.419355,-12.644746,-23.130038,-8.805758,-32.880867,-9.032111,-20.047327,-23.026177,-5.965082,-1.345005,-5.59919,-3.27204,-8.835188,-4.525776,-7.833829,-10.065107,-3.57185,-10.397237,-6.282865,-4.883321,-2.917516,-7.757968,-1.383243,0.39832,-0.840503,-0.984275,-0.543839
b_t,-0.733117,-0.8507,-4.015311,-2.001144,-2.859609,-1.300415,-1.379072,-1.261867,-3.799861,-6.32075,-7.307517,-10.329345,-8.731581,-8.626263,-6.823618,-8.97686,-6.695357,-5.116046,-6.0257,-11.990903,-6.853854,-7.085972,-6.022927,-3.983763,-8.092638,-8.816016,0.229249,-0.377717,-1.064591,0.07541,-0.958368,-1.06983,-3.738715,-0.02743,-3.672128,-1.200708,-3.64476,-1.226834,-1.265089,-3.739021,-0.393147,-5.327553,-1.467982,-6.606351,-6.528526,-10.414658,-2.5394,-3.187687,-3.997046,-4.001699,-4.25129,-5.65378,-5.645849,0.067736,-1.209349,-0.77204,0.239064,-0.111008,-3.82183,0.104434,-0.077098,-0.334705,-0.397547,0.031209,0.450866,-0.054857,0.527089,0.398088,0.530691,-0.082917,-0.264156,0.285733,-0.512431,0.691619,0.182051,-0.318063,0.151954,-0.017842,-1.180688,-0.318401,0.869779,-3.567895,0.069747,0.100228,-1.260674,-0.144605,-0.078965,0.405468,-0.679946,0.404244,-0.453103,-0.677446,-0.320614,0.098122,-2.715655,-0.041593,-3.952547,-2.397965,-1.727848,-0.920009,-5.755253,-3.871528,-5.226854,-5.113904,-0.921534,-5.1019,-3.171512,-2.423781,-1.075739,-1.947376,-2.168253,-16.049138,-8.804138,-13.705179,-15.756852,-8.701104,-19.440665,-10.198867,-15.857622,-13.41561,-4.362176,-3.362714,-5.80376,-3.976512,-7.216092,-9.807045,-4.861812,-7.797828,-7.220314,-7.371225,-5.689692,-3.144049,-2.79821,-7.016758,-1.545731,-0.653594,-0.943935,-1.375694,-1.091202
tex,3.590657,1.872593,-5.065777,-2.850725,-1.554209,1.188514,1.213146,7.539472,-2.850905,-9.000148,-12.41183,-9.995063,-10.011424,-10.740779,-7.751374,-10.551082,-8.615024,-8.213522,-7.339668,-15.144301,-7.105621,-9.602517,-3.594288,-8.773515,-6.435524,-6.06059,2.48038,1.564179,-0.066142,1.470934,-0.603509,4.222091,-3.421576,1.354125,-2.254921,0.91542,-8.372285,0.038887,0.372197,-3.989479,2.447908,-6.7913,2.108694,-4.766586,-16.199757,-3.201999,-3.505532,-6.913102,-5.491877,-3.103526,-7.887013,-34.787775,-8.553516,3.810425,3.185927,0.142257,2.735037,3.747254,-9.185393,2.605238,1.892629,2.460495,0.25888,2.730131,3.853486,1.47016,1.230301,2.869991,4.373346,3.973059,3.149981,2.788598,2.06083,2.270258,2.082205,1.145761,3.404423,2.769297,2.819035,3.255648,2.066208,1.455394,2.025565,2.237975,-0.206531,0.367599,3.029789,0.924943,0.397511,1.405736,2.495546,0.745604,1.382192,0.123282,-5.334044,0.217075,-4.645152,-2.296096,1.597196,1.868043,-4.36174,-0.52799,-4.103205,-3.412416,1.623671,-1.60523,0.887324,-1.676545,0.275735,0.802883,-0.24081,-12.862359,-15.920142,-19.301982,-25.687431,-8.261999,-50.259099,-8.499665,-27.039398,-39.226621,-4.52822,-2.186697,-5.349199,0.826408,-4.659335,-8.153618,-7.191431,-11.327049,-1.402652,-17.986939,-4.381002,-6.149112,-3.198135,-7.975237,0.56059,1.026544,1.246828,-0.618391,1.65286
wap,2.207111,0.846796,-5.314847,-2.178295,-4.948095,-0.511128,-0.168078,-0.052582,-3.999877,-7.235275,-9.453885,-11.165855,-12.193832,-9.876784,-8.656274,-8.895309,-14.055693,-6.032706,-4.088646,-10.702634,-4.042886,-9.654767,-0.88092,-2.716658,-6.467232,-7.654399,1.293346,0.886267,0.656535,1.375109,-0.22715,0.087512,-3.385442,0.502982,-3.010177,-0.386832,-4.528322,-0.548332,0.267153,-3.833142,1.443749,-5.655233,0.900189,-7.146193,-15.742944,-7.551042,-0.368271,-5.176853,-4.950403,-4.492855,-5.893574,-11.117555,-6.508122,2.161658,1.705989,0.962268,1.807179,1.353337,-4.314015,1.080675,1.292943,1.304754,0.847085,1.20165,2.227101,1.149708,0.517101,1.537134,2.445902,0.613853,1.472826,0.929033,0.658143,1.450932,0.920187,0.81647,2.054729,1.94292,2.115374,1.929857,0.927761,0.560309,1.52743,0.621228,2.818219,1.33937,1.204952,-0.054545,-2.576938,1.613033,1.71588,-3.250243,0.92498,1.202888,0.711708,1.662374,-11.71773,-1.407711,-0.946307,0.973704,-9.040567,-5.081574,-9.056978,-9.255921,0.558075,-8.1652,-0.626542,-1.62879,0.119448,1.861069,-1.108372,-14.84066,-8.221324,-13.808698,-14.924569,-8.669236,-20.200031,-8.811906,-17.727153,-17.017799,-5.162338,-3.633164,-5.156295,-1.536593,-2.919261,-9.386106,-6.075201,-8.728854,-5.1887,-3.330069,-3.69865,-3.373901,-5.655127,-5.150996,-1.070519,-0.791749,-0.239985,1.691835,0.975226
lea,2.603142,2.713686,-4.225667,-2.81584,-6.06743,0.127833,0.514912,13.791804,-6.186114,-16.63988,-7.74957,-9.444454,-12.013999,-13.720465,-10.36327,-10.350981,-17.250297,-6.353292,-5.001229,-14.904661,-4.363454,-13.193259,-4.635102,-4.540911,-8.067542,-7.509753,2.284286,2.115355,0.354557,1.330599,0.438493,2.107153,-2.117727,2.379884,-2.357959,0.522837,-2.786746,0.171783,1.255967,-3.131571,2.632318,-2.015168,0.071725,-7.399744,-16.745847,-6.753876,-2.234214,-3.67577,-4.118346,-6.254313,-5.89478,-12.625785,-7.518959,3.080781,4.74156,1.945255,2.971485,3.226671,2.666885,1.972417,3.269843,3.124156,1.410711,2.664057,4.077962,2.446,1.27792,1.562517,6.759573,1.381423,2.543695,2.043455,3.334251,3.136253,2.491042,2.504298,2.777329,5.363134,4.741101,2.813434,2.527293,4.878946,3.60471,1.908325,1.844063,2.471767,2.851596,0.402886,-2.068646,2.650429,3.607525,-0.775385,2.308798,-0.017732,-5.228699,0.860405,-11.512393,0.630557,1.647473,2.075255,-12.055021,-8.062404,-11.599151,-13.538674,1.243259,-10.809472,-2.334812,-0.5024,0.492527,2.777813,-0.672612,-13.993025,-7.094268,-10.475051,-11.619567,-6.047501,-46.787395,-5.969834,-11.386251,-9.97901,-5.745347,-3.17731,-2.326202,-0.124209,-4.733107,-11.602005,-6.376632,-10.697763,5.39107,0.976278,7.742897,-1.767577,-8.011346,-4.436758,-2.002058,1.108993,1.340849,-1.623038,2.980609
lum,1.655861,0.716686,-5.6711,-2.240294,-3.815908,0.062957,-0.165386,1.556299,-5.982878,-10.033162,-13.998808,-8.091211,-13.950057,-16.430916,-14.842122,-10.299077,-11.947922,-9.810713,-12.247572,-27.1332,-6.665176,-11.167714,-3.718988,-3.697199,-11.739441,-6.664789,1.033057,0.46632,0.434061,0.462018,-0.145781,1.320092,-4.30689,1.576649,-4.914468,-0.337955,-4.108501,-0.639897,0.942195,-4.769337,0.529664,-8.442414,-1.134421,-18.153622,-15.018662,-10.166258,-4.265732,-7.966677,-5.610352,-9.222157,-6.401372,-21.701258,-11.23084,1.523464,1.80195,1.119771,1.043852,1.296521,2.383467,1.361194,0.431734,1.259188,1.028355,0.976926,1.946866,0.874003,1.274259,0.932704,1.753538,1.116076,0.559037,1.056753,1.181418,0.987433,1.12759,1.11166,1.188969,1.573306,0.920901,1.488599,0.706963,0.642684,0.657383,-0.023786,1.418667,0.7686,1.756011,0.99668,-0.249011,0.814917,0.813477,2.605899,0.578316,0.304091,2.002121,-0.053075,-7.395179,-1.305755,-0.21086,1.759076,-6.041705,-5.428924,-8.038661,-8.149967,0.529641,-7.050208,3.583287,-3.945833,-0.876462,-1.539081,-1.527451,-12.681966,-7.327491,-8.424134,-20.999624,-6.056469,-17.48239,-8.968697,-6.004578,-15.671126,-5.528807,-6.233357,-1.000443,-1.930549,-4.787996,-13.156339,-8.11429,-7.746402,-2.487861,-6.215262,-4.621987,-3.698351,-4.840456,-6.071428,-1.460248,-0.975233,0.692086,-1.028745,0.075762
ppp,0.059103,-0.69927,-5.633532,-2.51089,-4.22267,-0.666312,-0.670836,1.128781,-5.590749,-9.08968,-6.800339,-10.257177,-14.684451,-7.443585,-11.238334,-12.223447,-14.96568,-7.521355,-7.621667,-13.467801,-4.078639,-9.716205,-4.06135,-3.674797,-12.786964,-7.912649,-0.059591,-0.201782,-0.792756,-0.15798,-0.657699,-0.633732,-3.484564,0.175753,-4.03643,-0.344903,-5.954014,-0.695823,-0.207812,-4.505269,0.246464,-8.391678,-1.831783,-9.202444,-12.708976,-9.599059,-3.93065,-8.220382,-6.004379,-8.845173,-5.752265,-10.076016,-8.844218,0.32587,0.366394,0.103479,0.462077,0.074699,0.531849,0.57579,-0.062247,0.312943,-0.001827,0.102664,0.549599,0.262951,-0.559323,-0.08893,1.127892,-1.784765,-0.374791,0.226793,0.325807,0.434836,-0.169357,0.159069,0.412655,0.259586,0.342005,0.571312,0.427479,-0.431667,0.057484,-0.114206,0.142306,0.051387,0.956194,0.108638,0.170375,0.465585,-0.057131,-0.073375,0.287536,-0.065373,-0.469115,-0.723158,-4.502154,-1.068087,-1.753837,-1.587898,-5.497713,-1.753277,-5.886368,-5.40046,-0.35836,-5.423732,-1.050323,-3.094883,-1.190084,-2.221426,-1.630775,-11.586857,-7.479215,-12.344073,-12.982506,-6.214493,-24.895149,-10.340753,-9.929628,-12.881073,-5.477665,-2.990097,-0.588493,-1.938114,-5.278865,-8.820173,-8.564376,-8.719457,-2.074982,-1.142572,-1.581288,-2.688224,-3.494846,-6.14459,-2.478864,-1.257936,-0.88037,-1.544579,-0.646044
p_c,0.442446,0.628169,-4.960247,-2.172656,-7.779655,-0.205553,-0.857442,-2.518117,-3.516808,-5.464139,-4.125089,-16.494487,-9.743033,-11.278827,-6.660413,-9.879065,-5.424508,-5.345652,-7.34534,-11.206958,-5.987602,-5.97811,-9.502877,-3.003203,-9.386125,-6.480944,0.391602,0.112023,-1.383697,0.547232,-0.635985,-0.591544,-2.391711,0.055518,-3.547727,-2.00518,-8.378595,-0.509181,-1.032235,-2.787004,-0.982776,-5.648044,-0.995345,-16.281028,-8.346875,-6.555053,-3.643903,-9.067571,-5.821906,-4.957069,-2.518036,-2.821908,-2.448187,0.48422,0.158303,-3.439977,0.427651,0.012036,-1.775969,0.409108,0.459115,0.420596,2.162476,0.27452,0.715564,0.520372,-6.114016,-0.263627,-3.816865,-7.498828,-0.099444,0.308851,0.462814,0.421302,-5.173693,0.670756,0.06728,0.128897,0.657063,-0.533698,0.324013,0.538441,-0.233717,0.568888,0.288597,-0.116069,0.594349,-0.645659,0.446014,0.408749,0.156473,0.253469,-0.418246,-3.429664,-0.420902,-5.285632,-1.649849,-1.217134,-1.015969,-0.681335,-3.400982,-2.042432,-8.438674,-3.613021,0.21229,-4.909723,-1.386752,-1.160702,-0.546339,-1.069178,-1.083947,-14.700682,-6.079484,-10.310249,-9.346652,-10.642026,-15.528111,-9.140812,-17.777002,-4.041723,-3.92535,-2.614518,-4.758988,-2.419601,-6.744439,-10.365324,-11.768066,-11.431967,-3.410605,-6.630455,-5.627375,-2.362809,-3.12086,-6.362515,-10.572425,-5.371478,-0.60488,-1.529845,-0.229121
crp,1.033703,-0.70717,-6.1981,-2.689645,-5.423628,-0.320312,0.460987,3.771116,-3.093474,-10.156431,-20.388877,-30.030779,-14.483173,-3.29934,-12.336037,-14.497103,-6.410599,-6.762655,-9.473074,-15.087254,0.170834,-8.219466,-5.082283,-2.261442,-11.511557,-5.877563,0.448507,-0.0779,-1.089762,0.627616,-0.274928,0.129365,-3.58953,-0.166338,-3.655846,0.300152,-6.455162,0.275011,-1.078471,-3.55264,-0.117299,-8.354574,-2.493284,-9.446217,-10.381418,-10.350625,-4.527385,-10.412292,-7.948261,-6.086513,-4.46116,-7.196896,-6.942521,0.182147,0.944353,-0.319469,0.906958,-0.405037,0.007963,0.64088,-0.309917,0.370157,1.127505,0.88614,0.551726,0.098783,-1.601457,-0.003304,0.079347,-0.353531,1.98242,-0.003659,1.263415,1.283905,-0.911398,0.456702,0.747961,0.669251,0.07419,2.285729,-0.026146,1.303779,0.024071,-1.225508,0.226706,-0.096267,3.534957,0.054116,0.305886,1.358014,2.611817,1.308835,2.662875,0.054391,1.243219,1.047837,0.518411,0.94083,-1.760464,-3.654026,-2.198243,1.068041,-6.092942,-1.154074,-0.326763,-4.935561,-0.246133,-1.378469,-1.652629,-1.786525,-0.159402,-18.021458,-11.951002,-11.766183,-12.598854,0.087518,-29.834439,-9.237158,-10.616266,-9.159674,-6.835161,-1.338889,0.135502,-0.917575,-5.620477,0.986807,-9.33205,-6.282216,-4.507202,-2.024247,-1.280553,-1.357332,3.108924,-4.653662,-2.841605,-1.590492,-0.655918,-4.100647,0.370076
nmm,0.085939,0.202286,-5.359513,-2.204892,-2.377743,-0.809351,-0.459728,-1.434074,-5.095179,-8.398852,-6.066213,-11.675685,-14.013584,-13.310509,-11.945468,-13.984961,-11.634744,-6.748824,-7.396284,-16.80772,-4.455745,-9.392495,-2.773322,-3.728631,-11.731838,-7.504143,0.581459,-0.082775,-0.646851,0.582122,-0.412456,-0.731104,-3.952792,0.248434,-5.59817,-1.177072,-6.175445,-0.276161,-0.450876,-4.045539,-0.470781,-8.541146,-1.475069,-11.286358,-11.515068,-9.932879,-4.05006,-11.062795,-9.725777,-8.523839,-6.60602,-9.895426,-9.022378,0.257296,0.908682,1.056102,0.460547,0.416826,1.104712,0.703004,0.25295,0.43769,1.537976,0.47266,0.855322,0.542266,-0.008435,1.154473,0.5147,0.174726,0.140865,0.417623,0.57802,0.951775,0.262974,0.750289,0.472737,0.611731,0.212914,0.373937,0.778904,0.646515,0.927534,2.063393,0.740881,0.259903,0.335229,0.52579,-0.185766,1.280074,0.292444,-0.357273,0.144601,1.192835,-1.008735,-2.053647,-2.471023,-1.891019,-2.019089,-1.55753,-4.173719,-3.157755,-5.641462,-5.402535,-0.073116,-5.587568,-1.999548,-2.665384,-0.431486,0.529768,1.513987,-14.939676,-9.453925,-14.767255,-16.126969,-5.458725,-16.267505,-11.070643,-12.951162,-11.985562,-6.326514,-1.954938,-2.417819,-1.286686,3.970614,3.056281,-8.060338,-7.032095,-4.043214,-4.823661,-4.090355,-3.634595,-1.488878,-5.180166,-1.862394,-0.677699,-0.772309,-1.421919,-0.268118
i_s,0.609878,-2.431253,-5.912942,-2.30871,-6.854052,-1.474189,-1.355837,0.951528,-6.398569,-10.524655,-8.064439,-9.033747,-14.290879,-3.89917,-12.236874,-12.032318,-16.146393,-9.842157,-8.525478,-13.084612,3.687973,-9.663818,-5.920097,-2.892217,-9.925371,-6.38846,-0.410128,-0.702961,-0.943098,-0.333434,-1.398615,1.139114,-3.11886,-0.424614,-2.854036,0.897164,-8.504383,1.615686,-1.031361,-3.898937,-0.408327,-9.538411,-4.520474,-0.446646,-5.156558,-6.026792,-4.820681,-9.512571,-5.444186,-7.609002,-5.885093,-8.575365,-7.2192,-0.099509,-0.119198,-1.359606,0.333838,-0.704769,-0.231777,-0.047644,-0.669927,-0.222087,-1.082218,0.079718,-0.03989,-0.158233,-1.325498,-1.339787,-0.858155,4.562307,-1.831907,-0.069946,-0.40751,0.398342,-0.47873,0.260435,0.124631,-0.142155,0.471687,1.378175,0.375697,0.958937,-0.3545,0.086291,0.713101,-0.972276,1.042735,-0.536588,-1.820193,1.245096,1.600572,-1.200224,0.116545,0.051187,1.907638,-3.17259,-4.18015,-1.408578,-2.005601,-1.750926,-4.715783,-3.668992,-5.692749,-5.909178,-0.528793,-5.600455,3.820013,0.180417,-0.840343,-0.534818,0.575691,-8.323601,-5.213366,-9.19871,-14.009603,-7.292621,-24.674424,-7.815722,-6.933387,-12.452746,-8.537052,-1.818918,-3.012025,0.096853,-7.963115,-4.19706,-13.09798,-5.331283,0.91856,-4.228831,0.00642,-2.542034,2.857415,-2.58074,-9.080142,-1.986445,-1.320198,-0.990489,0.623987
nfm,1.677438,-1.76048,-4.419099,-2.481478,0.402205,-1.457828,-1.298876,3.252716,-7.85597,-12.39234,-6.865053,-9.475791,-9.841566,-13.454146,-12.815704,-10.4942,-14.474613,-8.916399,-10.34522,-15.328113,-5.49918,-10.661506,-3.770733,-0.166811,-7.879027,-8.046914,-0.744161,-1.415646,-1.253644,1.216421,-1.902618,3.853974,-1.936807,-0.478246,2.325789,2.18652,-10.005075,2.922212,-1.280485,-3.278997,-0.92441,-7.9204,-0.901985,-10.291317,-9.735262,-7.788907,-1.875247,-6.036722,-3.282637,-7.346968,-4.963148,-31.091547,-6.974493,-0.838399,-0.317264,0.519663,-0.707507,-1.239606,-0.087746,-0.723104,-1.393505,-0.995973,1.004552,-0.918315,2.642704,-1.442201,-2.152288,-0.978372,-1.6046,1.305562,-2.094443,-1.030395,-0.610294,-0.00182,-0.683776,-0.138406,-0.424963,-1.417714,-5.8506,0.883497,-2.095818,1.214082,-0.108617,1.084566,0.525975,-1.210078,2.154801,-1.501188,-3.668454,1.32618,1.69915,-3.566383,0.331281,0.677575,2.879311,-5.363253,-2.363321,-0.058297,-3.044277,-2.428132,-8.988663,-12.178232,-9.800536,-10.586227,-0.575444,-12.050103,4.325581,-2.650531,-1.334275,-1.65922,-1.282953,-4.668178,-5.792207,2.952096,-4.735286,-2.069971,-21.84736,-3.305597,5.112493,-7.043602,-7.532236,-0.13736,0.373336,3.700201,0.28829,-4.27426,-10.422176,-3.99302,1.374396,-1.627564,3.031527,-2.06699,3.046995,-3.55796,-14.54129,-0.729139,-2.353907,-3.977684,-1.41859
fmp,0.513418,-0.13542,-6.327169,-2.183549,-4.066628,-0.958245,-0.786662,5.428499,-6.240887,-11.278017,-7.179814,-8.120494,-14.196031,-10.853971,-11.665418,-11.844259,-15.579949,-7.017787,-7.55588,-16.641601,-5.689206,-9.931441,-3.457178,-3.676593,-11.400571,-7.446697,0.269843,-0.071804,-0.615914,0.412474,-0.683317,1.463913,-3.67284,0.015966,-4.075085,-0.9548,-5.928243,0.18099,-0.1143,-4.2145,0.416393,-8.73546,-1.546509,-11.963383,-12.398726,-12.344982,-4.057005,-8.386286,-5.728796,-7.515228,-6.191245,-14.800152,-8.754289,0.652559,0.84755,0.36447,0.63112,0.653182,1.295966,0.418769,-0.00663,0.347696,-0.080132,0.344218,1.256413,0.332531,0.51261,0.267319,0.814571,0.359844,-0.271566,0.372211,0.374316,0.543639,0.48392,0.662864,0.435719,0.787272,1.255272,1.672707,0.741865,0.848152,1.560545,0.341371,1.149899,-0.321146,0.931509,0.354851,-0.790328,0.894501,1.193942,0.775654,0.568519,0.060563,0.862825,-2.700786,-4.811847,-1.402566,-1.850853,-1.352961,-4.180951,-4.960581,-6.121506,-7.125243,0.34202,-5.661999,-1.323743,-1.851457,-0.649443,-0.589491,-0.329648,-11.346349,-6.262099,-12.49526,-16.404765,-6.077744,-22.137604,-10.699673,-13.763329,-10.653886,-7.095473,-0.531143,-2.759139,-1.287857,-5.743428,-4.627014,-9.252513,-3.13339,-0.789728,-3.446942,-2.391571,-2.057061,-1.438496,-6.50071,-2.055263,-0.65894,-0.822647,-1.285249,-0.614648
mvh,0.263123,-0.613206,-7.021279,-2.373316,-6.748164,-1.295619,-1.275008,1.82501,-4.956935,-10.819587,2.931137,-9.13044,-13.184925,-10.950599,-10.686602,-14.404446,-17.29712,-7.151543,-8.710181,-14.402824,-3.801474,-9.729161,-2.762056,-3.989879,-11.795916,-7.30504,-0.084113,-0.250453,-0.139752,0.356604,-1.991722,0.283276,-3.55272,-0.742461,-4.896307,-1.562256,-6.435813,0.108136,-1.318376,-4.372872,0.245073,-7.804912,-1.240849,-8.994028,-10.641955,-8.812156,-4.295283,-8.679922,-6.988324,-7.699423,-4.115582,-10.930987,-9.405233,0.305588,-0.000574,-0.021125,0.412127,0.197439,1.334306,-0.229002,-0.081226,-0.10745,0.158824,0.349778,0.140261,0.303831,0.163875,0.85462,1.172628,0.462371,-0.453983,0.649111,0.26551,-0.006408,0.470087,0.458689,0.16155,0.245991,0.358101,0.499672,0.45253,0.587826,-0.467006,0.126058,0.342396,-0.512927,0.8351,0.202767,1.152379,0.863072,0.498646,0.651204,0.078161,-3.802919,0.110644,-2.282175,-5.456762,-1.806573,-2.523019,-0.929866,-5.996684,-4.540073,-6.342045,-7.220454,0.243359,-6.402439,-3.183023,-3.441232,-0.637722,-1.298042,-0.82213,-13.717934,-10.388319,-7.123045,-6.256447,-4.959881,-20.897306,-12.162888,-15.367587,-9.190455,-5.690719,-2.175047,-2.01804,-2.762684,-2.309502,-4.327636,-7.106239,-6.701545,-3.110769,-3.388613,-1.705518,-2.095602,-1.618642,-4.864187,-2.475951,-1.829862,-0.715635,-0.810808,-1.265128
