qo,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
otn,0.029836,-0.877949,-0.502144,-0.403314,-2.280127,-0.073153,-0.351264,0.753037,-1.379379,-2.384153,-1.868101,-1.125424,-2.11447,-1.801514,-2.200801,-2.586176,-4.547005,-1.973034,-1.773924,-2.824267,-0.606138,-2.165191,-0.331433,-0.758961,-1.115528,-1.0868,0.132278,-0.153532,0.087613,0.563443,-0.145067,0.439418,0.103384,-0.089591,0.18301,0.081121,-1.281529,-0.023508,-0.127824,0.586879,0.01957,-0.436975,0.082166,-1.6333,0.133006,-0.599433,-0.229296,-2.202783,-1.133063,-1.454579,-1.496885,-4.102842,-2.903276,0.14269,0.178972,0.076269,0.056702,0.047538,0.273228,0.089672,-0.158076,0.014689,-0.382584,-0.152586,-0.106214,-0.028134,-0.053354,-0.001174,0.438998,-0.00697,-0.081151,0.09621,0.124429,0.088558,0.018237,0.081676,0.026033,0.142207,0.21471,0.186279,0.059112,0.520665,-0.019801,-0.030075,-0.363874,-0.304125,0.555641,-0.042751,0.13927,0.099644,0.033397,0.256082,-0.028505,-0.687969,0.221867,-0.070423,-2.081183,-0.285962,-0.499294,0.071135,-2.669946,-1.616011,-2.408546,-3.188361,-0.155731,-2.22839,-0.305742,-0.481824,-0.467227,-0.139028,0.020215,-3.916412,-0.931262,2.321565,-0.819353,-1.660926,-4.068259,-2.048832,-1.207438,-0.579742,-0.590854,-0.390636,-0.897833,-0.309466,0.388672,-0.344772,-1.187073,-0.842376,-0.604952,-0.502105,0.019062,-0.351604,-0.377461,-0.403284,-0.120187,-0.680994,-0.241928,0.570461,-0.558249
ele,0.204929,-0.233044,-0.655533,-0.211663,-1.115401,0.110587,0.230707,0.787068,-0.948266,-2.677904,-2.59396,-2.022746,-1.006583,-1.942505,-2.032008,-1.66887,-2.869829,-1.257775,-1.166933,-2.879136,0.589403,-1.986041,-0.053566,-0.73873,-1.557574,-1.042339,0.18431,-0.003451,0.395422,0.030521,-0.013398,0.375217,-0.10728,0.040296,0.977852,0.204195,-0.936164,0.022219,-0.101479,0.972751,0.081298,0.121966,-0.032564,-1.556644,-1.440603,-0.395909,0.155007,-2.436756,-0.71482,-0.641385,-0.762316,-2.21903,-1.578753,0.103403,0.323723,0.386299,0.24109,0.196464,0.251209,0.185338,0.018112,0.216858,0.099308,0.064364,0.285568,0.075554,0.139594,0.147295,0.37097,0.428936,0.103271,0.265853,0.13023,0.177524,0.068657,0.202989,0.154797,0.331842,0.257006,0.740537,0.113303,0.593427,-0.210395,0.068701,0.20256,0.295118,0.584186,0.209658,0.130367,0.225745,0.122934,0.307202,0.055584,-0.84479,0.097228,0.00348,-0.881341,-0.094253,-0.488955,-0.180065,-1.368745,-0.488346,-1.409818,-1.57511,0.02531,-1.044404,0.098624,-0.500305,-0.261076,0.062137,-0.021261,-3.234475,-1.096238,0.8552,-0.83489,0.113618,-3.774283,-0.850336,-1.22816,-0.591177,-0.372979,-0.383802,-0.827186,-0.253562,0.020419,-0.410392,-0.858173,-0.834421,-0.802176,-0.317655,-0.329151,-0.357709,-0.217858,-1.115981,-0.402855,-0.248951,-0.167699,-0.411671,-0.30885
ome,-0.048164,-0.349886,-0.792293,-0.302093,-2.333207,-0.043121,0.07292,0.835488,-1.46823,-3.004459,-1.133819,-2.063508,-2.076949,-2.055271,-2.601858,-2.18425,-4.091863,-1.523264,-1.640535,-3.29634,0.221817,-2.135225,-0.30769,-0.770542,-1.287528,-0.995562,0.111912,-0.106705,0.075024,0.01708,-0.351507,0.300646,0.074997,-0.144232,0.417352,0.312825,-1.24473,0.036412,0.009529,0.254617,0.120701,-0.203783,-0.116648,-1.028385,0.112145,-1.170358,-0.155261,-3.540283,-0.607176,-1.336866,-0.913578,-13.371643,-1.833061,0.086337,0.162024,0.267911,0.083946,0.128695,0.30791,0.002871,-0.064723,0.017448,-0.033946,0.00387,0.200111,0.001682,-0.003631,0.03175,0.152337,0.139474,-0.143053,0.083202,-0.014212,0.076708,0.056343,0.088675,0.053591,0.160303,0.250261,0.421199,0.012367,0.456772,-0.452848,-0.182177,0.044897,-0.02468,0.256407,-0.004903,-0.065422,0.118188,0.251216,0.210057,0.109494,-0.67753,0.084462,-0.213528,-1.075234,-0.006375,-0.49147,-0.191022,-1.561371,-0.176383,-0.478935,-1.326534,-0.108755,-0.831484,0.045777,0.269441,-0.204576,-0.311275,0.026973,-2.500883,-1.305481,0.014327,-2.290808,-0.709843,-4.133322,-2.209857,-1.242168,-1.179659,-0.519908,-0.309395,-0.884452,0.028349,-0.010802,-0.693939,-1.132066,-0.927207,-0.645846,-0.405144,-0.193111,-0.403371,-0.081416,-1.087772,-0.806305,-0.324777,-0.223675,-0.543989,-0.392906
omf,0.090661,-0.024046,-0.508737,-0.393278,-0.456936,0.0607,0.041884,0.52414,-1.346848,-2.116162,-4.87149,-1.945054,-1.810795,-2.147454,-2.644792,-2.34604,-2.800066,-1.125278,-1.276172,-2.805039,-0.652112,-1.988413,-0.907101,-0.298458,0.120222,-0.864237,0.159322,0.014518,0.090062,0.120488,0.033755,0.279286,-0.211693,0.279758,-0.215212,-0.228551,-0.824041,-0.221403,0.003539,-0.249845,-0.033446,-0.43053,-0.0994,-1.848341,0.477995,-2.474993,-0.128187,-2.214656,0.267027,0.154509,-0.534463,-2.080445,-1.542706,0.162856,0.53579,0.166238,0.125203,0.20822,0.240887,0.087766,0.04812,0.104752,0.09991,0.053503,0.197315,0.057789,0.034381,0.115707,0.292775,0.202087,-0.039713,0.054278,0.030684,0.126236,0.069551,0.090573,0.082821,0.15329,0.336593,0.23703,0.195483,0.608719,-0.100203,-0.734224,0.059801,0.019883,0.194555,0.129947,0.170292,0.112517,-0.00354,0.313635,0.231682,-0.795242,0.430683,0.222077,-1.549399,-0.189932,0.400646,0.353372,-1.42917,-0.26366,-1.832114,-1.599761,0.082612,-1.802283,0.692644,-0.321503,-0.438203,-0.15706,-0.304044,-1.649176,-1.103196,-2.094142,1.203899,-0.72324,-7.791616,-1.7822,-2.014045,-1.48836,-0.671115,-0.428647,-0.706068,-0.061509,-0.790962,-0.021238,-1.7775,-0.367111,-0.489417,0.102279,1.66478,-0.253393,-0.503787,-1.178307,-0.432292,-0.126934,-0.183364,-0.194778,-0.145535
ely,-0.044218,-0.043226,-0.14982,-0.323527,-0.572083,0.01383,0.056958,-0.413512,-0.870194,-1.507638,-0.812862,-1.994544,-1.9604,-1.715939,-1.805257,-2.221856,-1.572095,-1.33959,-1.387945,-2.693986,-0.8977,-1.542266,-0.420302,-0.783445,-1.796564,-1.075505,0.031646,-0.031118,0.004521,0.065076,0.012373,-0.135277,-0.158655,-0.1274,-0.396671,-0.12732,-1.036149,-0.077078,-0.030275,-0.141672,-0.032668,-0.473396,-0.138815,-1.233832,-1.302924,-1.076045,-0.302785,-1.219247,-0.836244,-0.780403,-0.649614,-1.48684,-1.078694,0.019615,0.042633,0.058912,0.037898,0.064495,0.035583,0.052405,-0.014531,0.040388,0.1221,0.015788,0.133045,0.073509,0.029716,0.010603,-0.055754,0.122187,0.19423,0.049659,0.059404,0.070875,-0.027077,0.040283,0.019503,0.051886,0.03599,0.082186,-0.180987,-0.092111,0.032437,0.018514,0.249897,-0.012425,0.089828,0.026153,0.147825,0.097113,-0.009901,-0.217322,0.11625,-0.058982,-0.329358,-0.142296,-0.507225,-0.133063,-0.335356,-0.209002,-0.690448,-0.618367,-1.111547,-0.952918,-0.03625,-1.13986,-0.384246,-0.564848,-0.258794,-0.292852,-0.345067,-2.739471,-1.011458,-1.875436,-2.425116,-1.378991,-3.94238,-2.187294,-2.459931,-2.270563,-0.508385,-0.564586,-0.776413,-0.726111,-0.989825,-0.77169,-0.993156,-1.257858,-1.008913,-0.675234,-0.614695,-0.502615,-0.197489,-1.336825,-0.478184,-0.357763,-0.045881,-0.391688,-0.161003
gdt,-0.05848,-0.052429,-0.325369,-0.135532,-1.326855,-0.034806,0.185213,-0.373122,-1.102287,-3.888373,-3.471533,0.176254,-2.051149,-2.19626,-1.86923,-2.224281,-1.792612,-1.295896,-1.413024,-2.533316,-0.785038,-1.449202,-0.438726,-0.78713,-1.784929,-0.089981,0.004705,-0.055239,-0.008132,-0.016394,-0.072628,-0.078282,-0.1447,-0.170594,0.535616,0.101586,-0.67151,-0.062512,-0.299683,0.146367,-0.125309,-0.48196,-0.304675,-1.362615,-1.175732,-1.448435,-0.086549,-2.328753,-0.750634,-0.489816,-0.85048,-1.537115,-1.223868,0.062974,0.167637,0.084653,0.151302,0.082425,0.004444,0.080841,-0.034685,-0.018057,0.206052,0.047056,0.036965,0.074524,0.050662,0.103776,0.022496,0.136579,0.037442,-0.055487,0.173568,0.144487,0.134277,0.387425,0.166345,0.034404,0.096523,0.086775,-0.127096,-0.084292,0.058716,0.136423,0.045622,-0.006112,0.095971,0.04639,-0.505115,0.05943,-0.024022,0.20152,-0.086019,0.01763,0.289592,0.349786,-0.716102,-0.039398,-0.340641,-0.262283,0.108476,-0.062807,-0.970477,0.316252,-0.191798,-1.302961,-0.261818,-0.259447,-0.231501,-0.290129,-0.306168,-3.389109,-0.94724,-1.872699,-2.39776,-0.220535,-3.826239,-2.188946,-2.189327,-0.030987,-0.475792,-0.460181,-0.673256,-0.797185,-0.540837,-0.56636,-1.052265,-0.692357,-0.320831,-0.653299,0.26488,-0.02559,0.137126,-1.044141,-0.484312,-0.280281,0.592973,-0.522607,-0.182748
wtr,-0.042434,0.17338,-0.430219,-0.352877,-0.677394,-0.009876,0.058223,-0.439543,-0.993893,-1.26478,-1.834785,-1.948465,-2.033259,-2.023095,-1.738537,-2.211739,-1.565863,-1.424856,-1.295152,-2.25339,-1.225974,-1.767026,-0.242812,-0.916936,-1.812027,-1.450522,0.040523,-0.0447,-0.002749,-0.034604,-0.033817,-0.267951,-0.227266,-0.039991,-0.496723,-0.255494,-0.715295,-0.111689,-0.086334,-0.369159,-0.073461,-0.456441,-0.10564,-1.344036,-1.639172,-1.319131,-0.374849,0.511547,-0.861825,-0.868643,-0.738064,-1.271454,-1.075671,0.035783,0.008089,0.010848,0.083232,0.017482,-0.065427,0.043651,0.05497,0.062513,0.096747,0.035318,0.086837,0.064526,0.024248,0.050964,0.042253,0.026966,0.172241,0.047513,0.009441,0.08902,-0.003636,0.072357,0.023783,0.058814,0.025389,-0.029416,0.051225,-0.065348,0.166291,-0.004131,0.035471,0.008142,-0.079647,0.046191,0.212661,0.107718,-0.064728,-0.210562,-0.051872,-0.380894,-0.238823,-0.245326,-0.698659,-0.087348,-0.110319,-0.370371,-0.788886,-0.591642,-1.150813,-1.051236,0.005072,-1.224862,-0.433543,-0.559984,-0.486289,-0.38097,-0.415033,-2.540841,-1.167788,-1.902604,-2.89508,-1.549629,-3.57744,-2.080087,-2.522395,-2.487841,-0.497125,-0.500874,-0.808377,-0.841035,-0.997515,-0.770791,-1.074082,-1.135276,-1.124444,-0.586383,-0.668588,-0.403231,-0.492762,-1.398158,-0.25675,-0.176945,-0.286583,-0.397955,-0.155282
cns,-0.064902,0.15194,-0.571319,-0.33469,-0.603407,0.048896,0.087981,-0.53586,-0.948765,-1.696094,-0.8753,-2.183793,-2.565877,-2.613847,-1.973629,-3.128229,-1.868084,-1.250423,-1.270268,-2.723515,-1.471687,-2.005812,-0.133758,-0.939265,-1.965579,-1.893662,0.1135,0.018473,0.034771,0.050572,0.110798,-0.205199,-0.222024,0.001509,-0.645374,-0.292954,-0.862331,-0.144401,0.005784,-0.394199,-0.051778,-0.575022,-0.064671,-1.77914,-1.951715,-1.737235,-0.275692,-0.930374,-1.140883,-1.103225,-0.8369,-1.05071,-1.437007,0.145047,0.072828,0.100112,0.160157,0.092907,0.042824,0.17162,0.133852,0.102276,0.25922,0.145265,0.100117,0.186797,0.154393,0.221419,0.150867,0.141236,0.101225,0.113925,0.141529,0.21868,0.075375,0.128778,0.10216,0.08524,0.052664,-0.007385,0.168146,-0.095187,0.366737,0.074919,0.142155,0.119215,0.011112,0.231739,0.473167,0.213508,-0.081619,-0.382517,-0.056409,-0.624308,-0.339333,-0.383535,-0.689023,-0.325362,-0.3459,-0.371181,-0.774366,-0.556876,-1.147561,-1.088842,0.132441,-1.248323,-0.402697,-0.519361,-0.074714,-0.221576,-0.278778,-3.172695,-1.356679,-2.830317,-3.215478,-1.360255,-1.877651,-2.483956,-4.0137,-3.178397,-0.529775,-0.423413,-0.725433,-0.961078,-0.972194,-0.610914,-1.199,-1.256004,-0.968921,-0.596542,-0.890189,-0.336731,-0.576885,-1.637952,-0.145182,-0.060484,-0.223303,-0.267354,-0.139582
trd,-0.107168,0.026076,-0.512332,-0.40187,-0.510675,-0.023185,-0.027132,-0.487532,-0.883668,-1.399088,-0.842063,-2.347833,-2.133371,-2.345919,-1.864664,-2.620271,-1.043848,-1.337647,-1.481242,-2.616535,-1.066582,-1.976909,-0.683774,-0.860542,-2.124575,-1.966212,0.028524,-0.056424,-0.032041,-0.067071,-0.023598,-0.195115,-0.241798,-0.042166,-0.569873,-0.016636,-0.670486,-0.241907,-0.028413,-0.45992,-0.043255,-0.488203,-0.007594,-1.313705,-1.272932,-1.05392,-0.145791,-1.944947,-0.909793,-0.837914,-0.571143,-0.99345,-1.108986,0.021619,-0.063441,-0.030512,0.06148,-0.020238,-0.074096,0.015479,0.00181,0.001484,0.117548,0.026329,0.009867,0.031155,0.046079,0.121616,0.043908,-0.018008,-0.019342,0.014474,-0.005042,0.09662,-0.00847,0.003142,-0.009283,0.000965,-0.001219,-0.012815,0.05245,-0.124367,0.089834,0.002243,-0.02461,-0.025802,-0.043641,0.077759,0.263767,0.098347,-0.265823,-0.357194,-0.098924,-0.523945,-0.52433,-0.08465,-0.825844,-0.372825,-0.434125,-0.412689,-1.010689,-0.737602,-1.094777,-1.215375,-0.013547,-1.213862,-0.509577,-0.707606,-0.394733,-0.369528,-0.364041,-4.63299,-1.305923,-1.993986,-1.733906,-1.039671,-3.637664,-2.160531,-1.967918,-3.146344,-0.401664,-0.572906,-0.931597,-0.219887,-0.47862,-0.863103,-0.031673,-1.117611,-0.761446,-0.635004,-1.162595,-0.379183,-0.675054,-1.563828,-0.233693,-0.244021,-0.197765,-0.355558,-0.253358
otp,-0.073386,-0.08214,-0.35962,-0.357713,-0.532558,-0.002431,-0.100762,-0.340222,-0.743742,-0.989658,-0.600443,-1.327029,-1.657949,-1.635332,-1.285928,-1.957686,-0.427637,-0.861134,-0.769494,-2.395476,-1.351616,-1.650766,-0.417176,-0.797248,-1.517598,-1.391405,0.024391,-0.049675,-0.05977,0.004179,-0.087839,-0.186166,-0.203822,-0.045487,-0.351274,-0.168742,-0.503247,-0.178196,-0.193453,-0.319982,-0.124121,-0.520388,-0.037865,-0.947686,-0.973046,-0.78512,-0.174297,-1.144769,-0.502322,-0.326413,-0.43127,-0.588284,-0.523778,-0.128328,-0.13228,0.120737,-0.057464,-0.117722,-0.075757,0.06142,-0.006205,-0.027603,0.479163,-0.036496,0.016566,0.058331,-0.122251,-0.153903,-0.047142,0.060188,-0.103593,-0.057283,0.003412,-0.045924,-0.141421,0.008088,-0.029948,0.00757,-0.058083,-0.042934,0.032109,0.049111,-0.098534,-0.138413,-0.015752,-0.080023,-0.026953,-0.099125,-0.126412,0.058572,-0.098319,0.175635,-0.080812,-0.096741,-0.338377,-0.20407,-0.414433,-0.233934,-0.345761,-0.41252,-0.751558,-0.422747,-1.034984,-0.755415,-0.035425,-1.028679,-0.323567,-0.300055,-0.43211,-0.357673,-0.341542,-2.093021,-0.82561,-1.926358,-1.260554,-1.044687,-2.820023,-1.456319,-2.723342,-1.737848,-0.375956,-0.395371,-0.717211,-0.64619,-1.060672,-0.761598,-0.301911,-1.199132,-0.950537,-0.311343,-0.605202,-0.427918,-0.383431,-1.236696,-0.185782,-0.209107,-0.199408,-0.364952,-0.186033
wtp,-0.147218,-0.495498,-0.362825,-0.371987,-0.525971,-0.308199,-0.31427,-0.388744,-0.414473,-0.843244,-0.328216,-1.460274,-2.049079,-1.813392,-1.035626,-1.808129,-0.577045,-0.74008,-0.687278,-1.91525,-1.325502,-1.069371,-0.683255,-0.709453,-0.373034,-0.746245,-0.253087,-0.119675,-0.156897,-0.282488,-0.562262,-0.189619,-0.248667,-0.326534,-0.23794,-0.235027,-0.434982,-0.298117,-0.113103,-0.178952,-0.31,-0.47357,0.182398,-0.564573,-0.708609,0.341531,-0.133302,-0.915247,-0.482421,-0.289227,-0.373743,-0.68239,-0.582827,-0.332784,-0.341462,0.034575,-0.18657,-0.225761,-0.230379,-0.290676,-0.198753,-0.355412,0.348973,-0.154061,-0.22885,-0.275222,-0.362405,-0.271375,-0.28651,-0.532211,-0.312866,-0.41375,-0.236101,-0.089093,-0.373433,-0.309257,-0.332302,-0.369124,-0.162383,-0.266502,-0.32899,-0.105828,-0.285494,-0.219221,-0.08042,-0.34665,-0.08888,-0.36171,-0.029311,0.059056,-0.091486,-0.027963,-0.257827,-0.149188,-0.309972,-0.065208,-0.494457,-0.052872,-0.36796,-0.505467,-0.569009,-0.437996,-0.729463,-0.674339,-0.0802,-0.695268,-0.339761,-0.528189,-0.446638,-0.370912,-0.193142,-1.68409,-0.621912,0.062368,-0.204724,-0.907277,-1.725213,-1.45113,-0.214492,-1.245899,-0.351984,-0.336837,-0.618089,-0.383158,-0.908077,-0.573264,-0.157653,-0.783177,-0.913509,-0.292803,-0.10277,-0.414942,-0.295459,-1.239537,-0.353238,-0.265589,-0.26287,-0.345667,-0.385431
atp,-0.062747,-0.071187,-0.272751,-0.394845,-0.529401,-0.171954,-0.213471,-0.36632,-0.431673,-0.872004,-0.616209,-1.055264,-1.361795,-1.732551,0.115539,-1.212039,-0.355266,-0.783599,-0.641137,-2.34773,-1.020851,-1.753265,-0.604682,-0.783075,-1.499515,-0.870975,0.010577,-0.098868,-0.175834,-0.135089,-0.230651,-0.103181,-0.198174,-0.259307,-0.27303,-0.100869,-0.53425,-0.223772,-0.12269,-0.300521,-0.289582,-0.259712,0.086177,-0.838819,-0.616629,0.396695,-0.050078,-1.186307,-0.555923,-0.088079,-0.29514,-0.3086,-0.626521,-0.106455,-0.140858,-0.132189,-0.104458,-0.098532,-0.080558,-0.045449,-0.15342,-0.051928,0.459041,-0.137363,-0.088338,-0.027599,-0.099448,-0.113398,-0.030024,0.098006,-0.143095,-0.12628,-0.063763,-0.161755,-0.20206,-0.110719,-0.137848,-0.004703,-0.126053,-0.00409,-0.128364,-0.018801,-0.558926,-0.079349,-0.023436,-0.13784,-0.045255,-0.212834,-0.362583,0.015337,-0.141923,0.100813,-0.242342,0.305464,-0.281728,0.014479,-0.382327,-0.180463,-0.337445,-0.378199,-0.733701,-0.255182,-1.043095,-0.713045,-0.241105,-0.929605,-0.255798,-0.572552,-0.476035,-0.219343,-0.11807,-1.911886,-0.746445,-0.85887,-1.110556,-1.122268,-2.481198,-0.684619,-1.163361,-1.229187,-0.470223,-0.525918,-0.633607,-0.165365,-0.916674,-0.361679,-0.250505,-1.104845,-1.003064,-0.239756,-0.624249,-0.427253,-0.208217,-0.766023,-0.283474,-0.304053,-0.196059,-0.430101,-0.093404
cmn,-0.091873,0.009771,-0.365442,-0.340647,-0.494994,-0.013544,-0.01018,-0.443883,-0.756095,-1.121329,-0.723171,-1.313654,-1.571607,-1.400219,-1.22808,-1.921061,-0.892415,-1.176198,-1.064524,-2.341472,-0.764072,-1.63257,-0.267751,-0.846365,-1.636225,-1.687571,0.007521,-0.061659,-0.064998,-0.127024,-0.038367,-0.186615,-0.214988,-0.053165,-0.441338,-0.262017,-0.596616,-0.178182,-0.079153,-0.34903,-0.072056,-0.426491,-0.093915,0.73885,-1.187061,-0.18785,-0.259826,-0.650767,-0.724175,-0.427926,-0.531696,-0.734695,-0.689396,-0.00286,-0.031724,-0.010469,0.04285,-0.039004,-0.007215,0.023685,-0.017126,0.016778,0.043463,0.007949,-0.026432,0.030817,0.018064,0.054524,-0.002834,-0.074445,-0.033241,0.020115,-0.005861,0.063113,-0.045448,0.00926,-0.01201,-0.002738,0.000121,-0.020103,0.021968,-0.074532,0.081479,-0.001283,-0.038656,-0.019442,-0.036808,0.035237,0.037785,0.044238,-0.123441,-0.164493,-0.066714,-0.081911,-0.470412,-0.218341,-0.687149,-0.265423,-0.412672,-0.37796,-0.930723,-0.64872,-1.074537,-1.119896,-0.031031,-1.116647,-0.467717,-0.582902,-0.324226,-0.320278,-0.250264,-2.661728,-1.09088,-0.978615,-2.303288,-1.025823,-3.109004,-1.877458,-1.960931,-1.904629,-0.537703,-0.568177,-0.911255,-0.517638,-1.112057,-0.912481,-0.68931,-1.125573,-1.033995,-0.580279,-0.770181,-0.50607,-0.493497,-1.317938,-0.2676,-0.210708,-0.269078,-0.391947,-0.241607
ofi,-0.073717,0.034616,-0.370287,-0.366147,-0.485284,-0.010911,0.003878,-0.404442,-0.842229,-1.318682,-0.666103,-2.097521,-2.028623,-1.745576,-1.471479,-2.501946,-0.586421,-1.241374,-0.903787,-2.007233,-1.32691,-1.806462,-0.58407,-0.805443,-1.812222,-1.173351,0.01756,-0.078763,-0.061795,-0.161173,-0.046277,-0.283251,-0.217429,-0.059614,-0.488828,-0.358366,-0.662955,-0.16682,-0.06667,-0.214737,-0.075578,-0.355663,-0.08742,-1.322865,-1.502492,-0.842721,-0.302435,-0.302927,-0.781625,-0.633789,-0.535772,-0.857666,-0.741435,-0.00504,-0.031505,-0.012941,0.06644,0.009813,-0.007928,0.026615,0.019196,0.007352,0.028736,0.019441,-0.050416,0.047127,-0.009319,0.019858,-0.032868,-0.081776,-0.003021,0.02513,0.027995,0.070435,-0.021666,-0.002119,0.008984,-0.028737,-0.033234,0.01349,-0.017563,-0.090458,0.168935,0.022949,-0.096311,-0.049314,0.024961,0.023979,0.167505,0.053928,-0.069251,0.068049,-0.033776,-0.413964,-0.25788,-0.211564,-0.680027,-0.214061,-0.395514,-0.370055,-0.924104,-0.746965,-0.916001,-1.155553,-0.025525,-1.074368,-0.499443,-0.650352,-0.25258,-0.45933,-0.52667,-2.79531,-0.945731,-1.716066,-2.683659,-1.677274,-4.447763,-2.398453,-2.708262,-1.916792,-0.444356,-0.303512,-0.779982,-1.21844,-1.20679,-0.679514,-0.775433,-1.425107,-0.984792,-0.592003,-0.61657,-0.482397,-0.435591,-1.09864,-0.315958,-0.202229,-0.297561,-0.411069,-0.24412
isr,-0.116855,0.000928,-0.354728,-0.381746,-0.564666,-0.024529,-0.000041,-0.372329,-0.693528,-0.962619,-0.676781,-1.882213,-1.486011,-0.524542,-1.06359,-2.072628,-0.805569,-1.200319,-0.571522,-1.935368,-0.669659,-1.670203,-0.249773,-0.77938,-0.438472,-1.543603,-0.012771,-0.094883,-0.080138,-0.200384,-0.08584,-0.076537,-0.228712,-0.114297,-0.422746,-0.273988,-0.401976,-0.133105,-0.117529,-0.204406,-0.069877,-0.406388,-0.07377,-0.900009,-1.222881,-0.778548,-0.184444,-0.16686,-0.610169,-0.481934,-0.467952,-0.617911,-0.219214,-0.022215,-0.032666,-0.017617,0.01203,-0.115768,-0.041179,0.051663,0.01311,-0.013887,-0.070421,0.041572,-0.166765,0.012308,-0.028816,0.011848,-0.05742,-0.048618,0.011828,0.065875,-0.009726,0.053094,-0.090596,-0.030389,-0.054301,0.002915,0.008939,-0.007892,0.008122,-0.068184,-0.053612,0.00336,-0.162077,-0.07124,-0.02322,0.001148,0.092439,0.027691,-0.087362,0.272232,-0.007052,-0.034992,-0.241894,-0.000632,-0.223948,-0.053379,-0.415881,-0.335809,-0.764299,-0.619129,-0.724528,-0.756473,-0.262943,-0.661989,-0.147642,-0.57763,-0.283585,-0.248504,-0.065422,-2.437175,-0.439505,-0.615164,-1.468081,-1.286503,-3.791475,-2.092989,-1.73753,-0.77782,-0.389391,-0.399809,-0.779544,-1.115322,-0.948399,-0.685342,-0.701238,-1.248345,-1.005468,-0.241484,-0.381204,-0.45426,-0.406645,-0.989056,-0.293037,-0.214706,-0.280139,-0.426495,-0.277032
obs,-0.086674,0.022669,-0.390409,-0.360135,-0.51663,-0.013184,-0.014559,-0.451201,-0.753207,-1.420085,-0.759806,-2.139249,-1.707616,-1.658467,-0.877485,-1.499439,-0.863723,-0.998976,-0.799634,-2.092966,-1.20246,-0.869733,-0.653112,-0.654437,-1.116766,-0.99149,-0.000621,-0.078724,-0.041807,-0.20116,-0.051354,-0.133686,-0.206265,-0.071877,-0.468421,-0.18345,-0.580677,-0.155304,-0.163878,-0.26923,-0.092048,-0.415027,-0.122221,-1.131306,-1.958055,-0.970221,-0.17164,-0.764385,-0.698291,-0.493629,-0.442466,-0.833778,-0.648517,0.014548,-0.010161,-0.015898,0.042056,-0.009703,-0.014925,0.011619,0.022492,0.018168,0.081914,0.011494,-0.098656,0.050482,-0.058687,0.081363,-0.017747,-0.168506,-0.04075,0.035809,0.014797,0.08458,-0.042828,-0.009857,-0.001658,-0.001829,-0.007174,0.009041,0.001961,-0.266216,0.792944,-0.168332,-0.025403,-0.034594,-0.0004,0.016302,0.109852,0.047398,-0.044368,-0.042907,-0.049403,-0.282482,-0.266363,-0.12078,-0.680257,-0.146506,-0.394871,-0.436537,-0.853711,-0.603221,-1.013549,-1.102912,-0.05274,-0.94221,-0.130036,-0.293541,-0.30662,-0.444668,-0.300387,-2.59801,-1.157204,-1.683924,0.363464,-1.056813,-3.467387,-2.266372,0.251871,-1.741457,-0.476117,-0.361273,-0.929099,-0.743194,-1.120535,-0.86317,-0.492688,-0.964788,-1.149279,-0.653088,-0.73948,-0.641826,-0.347447,-1.7167,-0.276516,-0.174663,-0.293043,-0.37176,-0.228719
