qfe,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
i_s,-4.476651,-7.208508,3.217817,-1.639405,-7.43544,-12.468242,-9.062286,0.119948,-7.311573,10.668459,5.989267,11.337865,-1.428357,7.424494,9.839689,6.902219,0.333826,0.060421,1.4744,11.711466,3.379446,-0.400515,-2.126142,-3.087615,2.3793,3.424568,-24.210067,-10.314981,-4.947921,-13.419621,-4.609289,-5.82087,-2.019362,-12.388966,2.406238,-7.109427,1.763402,-5.309704,-3.410239,-6.721242,-7.43878,7.923731,-5.832832,15.634465,14.21499,9.032859,-3.320812,75.358978,2.344592,1.520696,6.47895,10.170955,1.75373,-10.312887,-18.059085,-1.072458,-7.253631,-12.623098,-11.446114,-8.939829,-14.24578,-11.823475,-5.246936,-7.0026,-7.435301,-8.603205,-11.947643,-7.541938,-13.98787,-3.750549,-19.457991,-6.230542,-8.590394,-6.627559,-8.991076,-8.267844,-14.56048,-8.914782,-8.452135,-4.079433,-9.083,-5.177591,-6.979914,-4.67134,-5.529938,-4.897618,-7.483005,-7.020508,-6.302067,-6.199855,-3.680409,-3.486833,-4.311828,-2.677631,-2.05536,-3.620462,-3.048509,-6.306657,-7.578305,-8.049685,4.216435,-4.511861,-0.563863,-3.987166,-9.258794,-4.511548,-0.794272,-2.289428,-4.767815,-3.0395,-2.1949,33.367372,-0.407316,31.28036,20.773392,13.498089,-6.134625,12.4332,41.035906,21.306611,0.50836,-8.264333,-1.6549,-2.789871,5.101005,3.626144,4.202077,3.064305,-5.746949,2.929447,-0.480215,-5.266386,-4.070412,8.22695,-5.766536,-4.864524,-8.479188,-7.788085,-6.974939
nfm,-4.063471,-6.937755,3.856125,-1.678973,-4.154644,-12.311366,-8.979515,1.126017,-7.644875,10.402022,6.431222,13.086142,1.504678,2.495443,9.489504,8.493306,1.097314,0.55016,0.851393,10.465202,-0.674286,-1.013336,-1.285786,-1.91621,3.310215,1.887638,-24.394428,-10.620907,-5.095799,-12.925321,-4.832357,-4.70509,-1.418757,-12.438665,4.80548,-6.583727,0.989265,-4.775849,-3.571191,-6.964183,-7.671103,8.724052,-4.285191,10.409476,11.664192,8.061232,-2.031728,78.171261,3.144087,1.587145,6.8843,-1.282555,1.825224,-10.616442,-18.138764,-0.256774,-7.690131,-12.838649,-11.396082,-9.222349,-14.530454,-12.133529,-4.385666,-7.425381,-6.352732,-9.134535,-12.285678,-7.409518,-14.28347,-5.097714,-19.562877,-6.64125,-8.683256,-6.803154,-9.083023,-8.43836,-14.775656,-9.435721,-11.051551,-4.29122,-10.099161,-5.095817,-6.892125,-4.056155,-5.656059,-5.006302,-7.050483,-7.420075,-7.085693,-6.174764,-3.638829,-4.523268,-4.209489,-2.41488,-1.645592,-4.59548,-1.586815,-5.862586,-8.023239,-8.332662,2.564888,-7.928937,-2.12563,-5.523028,-9.270731,-7.017022,-0.563435,-2.876404,-4.966135,-3.651186,-3.021834,35.655634,-1.120885,38.723298,26.320627,16.209989,-4.624859,14.796412,48.796639,24.481705,0.962144,-7.5762,-0.315944,-1.269656,9.107012,3.569176,5.568557,3.677159,-5.568925,4.140376,0.839071,-5.076022,-3.994624,7.741951,-8.314357,-4.349466,-9.076014,-9.080042,-7.96068
fmp,-4.502059,-6.136649,3.62817,-1.490652,-6.038513,-12.015071,-8.662728,1.842376,-6.62123,11.821381,7.943293,11.237534,-0.598994,4.622248,10.660596,8.083818,1.374186,1.258439,2.653944,10.67967,-0.094163,0.552245,-1.110645,-3.147566,2.552089,2.30632,-23.987948,-10.055156,-4.609543,-13.134791,-4.547989,-5.633009,-2.028443,-12.193712,1.855884,-7.880572,3.207878,-5.885771,-2.999503,-7.28995,-7.11346,7.591998,-4.414791,9.821299,10.807026,6.091492,-2.725804,77.074874,2.097407,2.185478,6.579117,5.318822,1.455652,-9.983105,-17.706908,-0.260931,-7.189984,-12.117395,-10.854619,-8.688975,-13.958187,-11.602795,-4.754914,-6.946368,-6.852902,-8.435483,-11.246651,-6.883362,-13.378191,-5.550995,-18.847059,-6.000387,-8.213241,-6.511287,-8.602917,-7.997729,-14.411423,-8.540511,-8.110313,-3.925773,-8.908892,-5.233837,-5.969098,-4.444532,-5.471168,-4.639065,-7.407819,-6.654527,-5.872046,-6.197529,-3.850506,-2.364097,-3.921841,-2.622998,-2.475075,-3.379487,-2.114603,-6.406533,-7.447206,-7.886263,5.408969,-4.157867,0.026276,-3.40012,-8.857286,-3.676787,-2.924663,-3.029204,-4.579981,-2.926451,-2.559094,31.872038,-1.338469,29.60495,19.717954,14.821688,-4.341002,11.321411,36.742564,23.214291,1.579777,-7.726052,-1.563482,-3.265564,5.946138,3.638223,6.543942,4.459363,-6.347138,3.680854,-1.524888,-4.9083,-5.850379,6.033036,-3.182022,-4.125251,-8.129391,-7.889999,-7.508304
mvh,-4.613434,-6.271474,3.657537,-1.645862,-6.920085,-12.162521,-8.855145,0.524405,-6.451177,11.971236,12.898274,11.053701,-0.36567,4.183013,11.775315,6.575174,1.103775,1.030515,1.537009,11.469378,-1.155847,0.647734,-0.246255,-3.454311,1.85808,2.980057,-24.179057,-10.139286,-4.629713,-13.249406,-5.090869,-6.103632,-1.672528,-12.484181,1.852913,-8.118385,2.906669,-5.913017,-3.470154,-7.716684,-7.243626,7.594522,-4.436828,12.435319,10.858143,7.849159,-2.926762,76.07527,1.275189,2.033623,6.955342,6.914482,1.268642,-10.205858,-17.99352,-0.326536,-7.327872,-12.292011,-10.891565,-8.892792,-14.034875,-11.711289,-4.495579,-7.139119,-7.211841,-8.518782,-11.414155,-6.695802,-13.434591,-5.789451,-18.962907,-6.087051,-8.364194,-6.875242,-8.607292,-8.103311,-14.580067,-8.758975,-8.498187,-4.408153,-9.111376,-5.311473,-6.986113,-4.357057,-5.722394,-4.62082,-7.493208,-6.790489,-5.205708,-6.462847,-4.120496,-2.360635,-3.974961,-4.356975,-2.739484,-3.225851,-2.903755,-6.665183,-7.665088,-7.709922,4.272666,-4.13992,-0.290322,-3.925197,-8.912391,-4.346992,-3.776916,-3.987707,-4.589267,-3.567793,-2.836439,30.391546,-3.318657,31.518484,26.185549,15.68572,-3.90453,11.304021,35.919894,23.372971,1.671386,-8.402108,-1.279516,-3.970891,8.101544,3.693526,6.606938,2.873001,-7.382558,3.218351,-1.225887,-4.811198,-5.930781,6.634417,-3.397137,-4.737189,-8.217492,-7.711235,-7.77893
otn,-4.154147,-7.246001,4.176366,-1.719632,-7.97241,-12.218908,-9.657408,2.560918,-6.763715,10.996393,3.843922,15.153724,-0.060835,5.767881,9.72025,6.216816,-0.70601,0.237294,1.633147,12.708304,-1.150196,0.209393,-0.725639,-2.931238,3.714522,5.145331,-24.242603,-10.243131,-4.592986,-12.50304,-4.380115,-5.007054,-1.519202,-12.202031,2.421608,-7.329966,2.439704,-5.819288,-2.969059,-7.238642,-7.188338,6.696779,-3.804547,11.675248,14.19272,10.277249,-2.529281,80.444608,1.18766,1.939696,5.087917,1.753566,-1.467988,-9.866272,-17.64932,-0.454184,-7.214033,-12.289733,-10.75305,-8.603412,-14.219419,-11.658505,-5.341574,-7.257952,-7.434294,-8.470952,-11.493189,-6.960668,-12.822647,-6.110626,-18.899886,-5.758339,-8.023158,-6.295717,-8.60404,-8.006957,-14.463601,-8.632468,-8.105788,-4.126451,-9.058913,-4.435566,-6.491457,-4.23254,-6.178936,-5.013958,-6.669313,-6.88757,-5.267696,-6.396611,-3.794534,-2.440631,-3.908667,-2.91886,-2.244114,-3.089072,-4.036817,-5.794486,-7.942114,-6.889308,2.621114,-4.692221,-1.741919,-5.837741,-8.934678,-5.322927,-3.068663,-3.467965,-4.721847,-3.01076,-2.386965,28.845999,-2.68426,39.924491,26.434129,13.24925,-3.830889,12.283206,41.649778,27.219174,0.004,-7.442356,-0.295279,-3.27972,10.530748,5.159585,6.777912,3.282053,-6.606675,3.698276,-0.391053,-4.675697,-6.043585,8.542598,-2.77936,-4.836368,-7.99383,-5.777536,-7.934484
ele,-3.502907,-6.005354,2.75468,-1.346856,-6.612727,-11.712661,-8.345263,2.427347,-6.421271,10.640799,2.358731,9.333618,1.172285,4.409524,10.785063,9.118087,1.35687,1.348036,2.720578,10.999317,1.035727,0.216416,0.143259,-3.389366,1.663466,4.750026,-23.928639,-9.890894,-3.736166,-13.144472,-3.920389,-5.148099,-1.923032,-11.76841,2.965779,-6.916291,3.0648,-5.624882,-2.589838,-7.492975,-7.030401,9.000312,-4.104851,9.93064,10.053817,8.549146,-1.465978,81.442707,1.926658,2.621535,6.056739,7.277716,0.543327,-9.848707,-17.311372,0.402837,-6.858665,-11.922565,-10.856939,-8.574173,-13.821768,-11.193103,-4.565971,-6.804588,-6.655332,-8.230964,-11.227807,-6.615249,-12.846318,-5.09468,-18.503378,-5.4773,-7.978278,-6.168255,-8.452298,-7.701965,-14.184315,-8.129975,-7.974632,-2.843717,-9.060343,-4.187471,-6.662568,-4.114555,-5.35925,-3.900382,-6.60594,-6.303878,-5.267208,-6.211993,-3.843462,-2.154121,-3.846982,-2.726725,-2.505465,-3.222659,-2.275148,-6.082637,-7.822463,-7.428252,4.566717,-3.183491,-0.350788,-3.693243,-8.734069,-3.246346,-2.106508,-3.306929,-4.397133,-2.485305,-2.484914,30.022711,-2.464937,35.649633,26.093674,18.18759,-3.580119,14.457039,39.026324,25.1554,1.762649,-8.12602,0.097295,-3.350436,8.981614,4.724768,7.329037,2.551146,-7.019244,3.959868,-1.317233,-4.774177,-5.670203,6.333232,-3.802088,-4.468221,-7.82917,-8.150834,-7.344599
ome,-3.940882,-6.338002,2.848869,-1.534418,-8.214457,-12.129951,-8.718609,2.391931,-7.014526,9.689381,9.126735,10.050087,-0.16024,4.805146,9.376053,7.717686,-0.267687,0.678327,1.758403,11.161843,0.25711,0.024565,-0.668368,-3.138655,2.763123,4.322814,-24.147871,-10.125481,-4.532763,-13.194254,-4.35078,-5.269295,-1.825509,-12.239318,2.456002,-6.934444,2.636539,-5.584869,-2.916604,-7.359335,-6.937571,6.731529,-4.315618,12.614538,14.570124,7.662798,-2.540393,75.773489,2.680175,1.760386,5.728631,-17.180987,-0.045936,-9.985916,-17.698827,0.116875,-7.169784,-12.153933,-10.714387,-8.837592,-14.022626,-11.664684,-4.754266,-6.986907,-6.825351,-8.443124,-11.439595,-6.971087,-13.282328,-5.78835,-19.011768,-5.920717,-8.298878,-6.452145,-8.556729,-8.006985,-14.402741,-8.548728,-8.058673,-3.654301,-9.067116,-4.576769,-6.801087,-4.699343,-5.565595,-4.515443,-7.290648,-6.849109,-5.79851,-6.282274,-3.484658,-2.58429,-3.717175,-2.981029,-2.417945,-4.029989,-2.676835,-5.930691,-7.716354,-7.693733,4.154823,-2.368948,1.541834,-3.053228,-8.836969,-3.095686,-2.317429,-1.94759,-4.260142,-2.871034,-2.130381,31.535153,-2.832238,33.144732,20.883513,16.518558,-3.774117,11.311615,39.116384,24.515335,0.733977,-7.775652,-0.72992,-3.046146,9.286995,4.011878,6.795491,2.729561,-6.601188,3.650811,-0.84841,-4.740434,-5.459633,6.873511,-4.874473,-4.426194,-8.038538,-8.228433,-7.676701
omf,-4.155689,-5.964022,3.931123,-1.896186,-6.012987,-11.895232,-8.666471,0.787424,-6.838146,11.827111,-1.187553,10.843499,0.782167,4.0819,9.585124,7.774174,2.229661,2.024928,2.192513,12.077647,-0.399131,0.491398,1.381093,-2.081477,5.616981,4.659237,-23.873552,-9.932542,-4.577527,-13.018045,-4.357161,-5.636621,-2.148835,-11.440854,1.673488,-7.931451,3.175961,-6.435188,-2.883848,-7.096979,-7.319511,8.421157,-4.284874,12.157097,17.027886,5.748141,-2.235798,75.124768,4.839866,6.367267,6.421807,8.957455,0.800784,-9.931006,-17.111094,-0.331204,-7.130318,-12.010122,-10.893569,-8.628573,-13.872869,-11.509956,-4.761047,-6.85907,-6.966789,-8.41828,-11.39917,-6.762158,-13.125156,-5.533124,-18.828292,-5.940486,-8.238612,-6.42329,-8.60392,-8.045338,-14.344785,-8.616073,-7.991176,-4.089442,-8.786699,-4.298608,-6.752808,-4.953439,-5.788827,-4.491095,-7.467207,-6.390612,-4.912761,-6.308936,-3.888264,-2.245842,-3.734618,-2.959721,-1.812241,-2.040427,-3.166767,-6.400293,-5.955408,-6.390889,4.745933,-1.943909,-0.803883,-3.210937,-8.821542,-4.75072,-0.776942,-3.110103,-4.912946,-3.159577,-3.123507,33.420957,-2.092065,29.577602,31.981547,15.401187,-12.665785,11.610563,37.532512,23.227868,1.615428,-8.268641,-1.522611,-3.09208,6.133595,5.70278,5.868908,4.130386,-6.354562,3.484364,4.015326,-4.458793,-6.363527,6.261414,-3.942899,-4.007906,-8.248052,-7.460674,-7.277681
ely,-4.709884,-6.315801,3.994272,-1.633851,-6.726303,-12.286961,-8.739334,-1.187432,-6.878755,11.817384,6.376614,9.027092,-0.5389,4.701004,9.524534,7.083764,2.127034,1.577685,1.717247,10.522471,-1.771986,0.579544,-1.958838,-3.558801,0.637146,3.070747,-24.212723,-10.243595,-4.775752,-13.356379,-4.256577,-6.436074,-2.226367,-12.557243,1.35859,-7.618224,2.14841,-6.103106,-3.058559,-7.384161,-7.3412,8.138795,-4.662422,11.455518,9.334647,7.957581,-2.823157,72.735337,1.882538,2.227269,6.78596,8.369373,0.917492,-10.254057,-18.037856,-0.430246,-7.461548,-12.362479,-11.299557,-8.855327,-14.052839,-11.728958,-4.708898,-7.099986,-7.119562,-8.516637,-11.638964,-6.873795,-13.897919,-5.362855,-18.581491,-6.075413,-8.423712,-6.671316,-8.961101,-8.352523,-14.676443,-8.903228,-8.68559,-4.572109,-9.672674,-5.837523,-6.924665,-4.47498,-5.39758,-4.593106,-7.711804,-6.80557,-5.353467,-6.498458,-4.287595,-3.252825,-4.168283,-2.779876,-3.632627,-2.652022,-1.67988,-6.327833,-7.318038,-7.730754,5.452641,-3.78683,0.11492,-2.76166,-8.934519,-4.096245,-3.393813,-3.823018,-4.909901,-3.962776,-3.430631,31.613514,-1.533272,30.071255,21.003794,13.374522,-1.246605,10.793421,36.989859,22.437965,2.234603,-8.658491,-2.24953,-4.031275,5.407034,3.481762,7.330733,2.416778,-7.968382,2.603598,-2.157345,-5.231228,-5.71442,5.273211,-4.058418,-4.795786,-7.953252,-8.118517,-7.699779
gdt,-4.687182,-6.431678,3.502882,-0.869397,-7.897018,-12.313133,-8.484522,-1.045331,-6.43399,7.588431,2.137643,14.191532,-0.666544,3.800325,9.64182,7.233715,2.268692,0.726674,1.859438,11.443187,-0.577327,-0.090354,-1.980229,-3.501975,0.756803,5.414425,-24.259837,-10.287032,-4.515886,-13.485997,-4.645966,-6.304654,-2.004434,-12.626334,4.091566,-7.239156,2.748518,-6.038623,-3.123366,-7.16088,-7.479666,7.734041,-4.718972,11.34844,9.786643,6.959922,-2.474153,76.874722,2.291001,3.412533,6.558969,7.410204,0.816673,-10.105691,-17.704034,-0.413342,-7.166207,-12.32099,-11.329341,-8.6817,-14.032146,-11.802234,-4.422142,-6.985675,-7.292673,-8.484412,-11.510615,-6.509166,-13.668098,-5.329129,-18.826396,-6.24999,-8.057192,-6.461901,-8.519651,-7.48297,-14.334214,-8.909538,-8.503816,-4.351403,-9.560078,-5.832472,-6.930096,-4.2326,-5.950374,-4.545482,-7.669712,-6.40583,-6.405676,-6.444317,-4.303983,-2.704823,-4.419038,-2.470568,-2.204589,-2.587086,-1.935678,-6.230902,-7.285553,-7.788632,7.750715,-2.032368,0.897005,0.302861,-9.104458,-4.238554,-3.106678,-3.145062,-4.760773,-3.998275,-3.274027,30.767244,-1.677724,30.254112,20.554215,16.996569,-2.020019,11.267234,37.789539,26.399037,2.178493,-8.390919,-2.405506,-4.049833,6.63731,3.486071,7.193688,3.540214,-5.495471,2.702167,0.90606,-3.911646,-4.888613,6.502952,-4.72533,-4.613014,-6.606225,-8.174021,-7.791809
wtr,-4.914623,-5.94529,3.485372,-1.53219,-6.362492,-12.37415,-8.74156,-1.407225,-6.459341,12.012242,7.456292,9.081596,0.126316,4.709841,9.819678,7.908235,3.155066,1.306137,1.937228,12.898126,-1.386718,0.218453,-1.723078,-3.897241,1.252219,2.391825,-24.043002,-10.13831,-4.504911,-13.375351,-4.431519,-6.793516,-2.073919,-12.293604,1.238605,-7.930533,3.234774,-6.215723,-3.125431,-7.483238,-7.276149,8.190078,-4.332054,11.224972,10.120423,7.616318,-2.88577,66.025393,2.647439,3.021784,7.106181,11.971734,1.456406,-10.141183,-17.974223,-0.518248,-7.239536,-12.348858,-11.503688,-8.915667,-13.872387,-11.723329,-4.63548,-6.82427,-7.001513,-8.407511,-11.429984,-6.783254,-13.536699,-5.828761,-18.616287,-5.956205,-8.342579,-6.431735,-8.788202,-8.143565,-14.622729,-8.92015,-8.701198,-4.770306,-9.212987,-5.767944,-6.571416,-4.34327,-5.900504,-4.415958,-7.953108,-6.493514,-4.748687,-6.245456,-4.526297,-2.953378,-4.207238,-2.782247,-3.406971,-2.567502,-2.158864,-6.120423,-6.969996,-7.981679,5.162681,-3.752018,-0.051475,-3.027819,-8.914459,-4.295875,-3.582446,-3.765475,-5.207129,-3.793085,-3.458565,32.674904,-1.592689,30.614751,20.441828,12.675779,0.841329,11.470407,37.511357,22.569313,2.480835,-8.599063,-2.761077,-4.208081,5.27383,3.686983,7.643909,2.901653,-8.106681,3.016605,-2.335634,-5.003109,-6.374529,5.262732,-3.222083,-4.478124,-8.350416,-8.177965,-7.668251
cns,-5.025276,-6.036633,4.719394,-1.177904,-5.836537,-12.36674,-8.678414,-1.53888,-5.859853,14.16893,10.762609,11.419354,0.755954,4.67636,14.736073,8.493567,6.438658,2.231882,3.011499,12.981607,-2.622167,1.750537,-1.679372,-2.715391,4.068699,2.730428,-24.65613,-10.357832,-4.767402,-13.675878,-4.672156,-6.909623,-2.064377,-12.438205,1.108502,-8.311703,3.801939,-6.419988,-3.20181,-7.317331,-7.467578,9.659718,-4.30615,11.67691,11.040259,8.74732,-2.27234,80.784316,2.534237,3.674798,7.67388,14.207669,2.410281,-10.397939,-18.578348,-0.383102,-7.376363,-12.630985,-11.710794,-8.809687,-14.244044,-11.997771,-4.745204,-7.081383,-7.408263,-8.659057,-11.557285,-6.743868,-13.922458,-5.783388,-19.291911,-6.216973,-8.387914,-6.650122,-8.935217,-8.296208,-14.851238,-9.117735,-8.822989,-4.841355,-9.219194,-5.933261,-6.74907,-4.378123,-5.946054,-4.493053,-8.18612,-6.550803,-4.69035,-6.355709,-4.578515,-3.406988,-4.372474,-2.882535,-3.660278,-2.619949,-0.912542,-6.77394,-7.657162,-8.227496,6.716732,-2.506695,1.125759,-1.956572,-8.714038,-3.408024,-3.560985,-3.19457,-4.579197,-3.225504,-3.203254,32.864167,-0.986432,30.273612,22.179007,13.19775,1.219958,12.450765,37.277878,21.447393,2.880575,-8.68714,-2.692544,-4.460955,6.643017,3.907736,8.109311,3.978002,-8.022931,2.863708,-3.011016,-5.491309,-6.72049,5.385609,-3.00253,-4.446057,-8.440894,-8.016529,-7.662881
trd,-5.41981,-6.745234,3.316407,-1.993035,-7.102495,-13.826198,-10.013563,-1.242964,-7.497739,12.956118,4.984459,11.433109,-0.716172,5.145673,11.934048,7.692242,3.744072,1.017221,1.711761,14.181153,-1.450654,-0.184688,-0.861429,-3.919551,1.292872,2.070166,-26.517458,-11.277711,-5.609274,-14.890209,-5.199044,-7.216466,-3.264827,-13.424508,0.651108,-8.314581,3.145221,-7.059467,-3.514897,-9.332489,-8.327652,8.516727,-4.739265,12.21976,10.495652,7.761937,-2.865368,86.674193,1.770928,1.797345,6.382111,9.453532,0.408932,-11.526951,-20.081334,-0.968634,-8.361697,-13.853341,-12.732234,-9.957794,-15.556697,-13.078432,-5.640402,-7.852515,-8.190288,-9.389284,-12.806543,-7.954929,-15.216218,-6.713546,-20.995993,-6.762266,-9.504965,-7.29139,-9.752603,-9.2878,-16.277578,-9.943758,-9.658573,-5.200735,-10.27386,-6.546874,-7.902185,-5.136767,-6.702054,-5.14169,-8.994021,-7.748726,-6.310446,-7.260924,-5.2647,-3.609139,-5.002802,-3.216431,-4.180233,-2.672782,-2.150957,-7.593422,-8.363766,-8.942208,6.03545,-4.249321,0.549103,-3.110698,-9.785828,-4.29435,-3.962196,-4.53342,-5.358985,-4.24595,-3.707243,31.923209,-2.849621,32.785692,25.342496,15.462297,2.309159,13.478762,42.757087,22.76558,2.607573,-9.358428,-2.035558,-3.713283,7.92417,3.79712,9.84197,3.617378,-7.720168,2.678065,-3.262884,-5.663784,-7.276702,5.33741,-3.977435,-4.937456,-9.050668,-8.695906,-8.347233
otp,-5.358379,-6.873153,3.697062,-1.907586,-7.165603,-13.840687,-10.024864,-0.994579,-7.26414,13.713008,5.290055,11.902785,-0.067236,6.165842,12.466511,9.232185,4.939017,2.189833,3.133681,14.576749,-2.164417,1.150546,-1.847509,-3.486731,2.435285,3.628123,-26.596465,-11.284172,-5.595227,-14.850506,-5.196225,-7.418864,-3.005225,-13.601238,1.516571,-8.610581,3.380649,-7.072572,-3.612821,-9.101905,-8.436646,8.485461,-4.771268,12.566179,11.104991,8.790805,-2.899122,89.938016,2.504704,2.7273,6.9625,10.170372,1.633982,-11.703806,-20.196933,-0.40823,-8.481799,-14.035862,-12.882472,-9.90973,-15.597555,-13.131802,-4.386204,-7.957602,-8.170436,-9.76584,-13.273308,-8.282686,-15.297442,-6.600508,-21.035935,-7.052119,-9.354241,-7.715415,-10.107872,-9.333795,-16.294719,-9.912063,-9.74441,-5.318937,-10.341412,-6.198096,-7.996717,-5.427215,-6.620548,-5.306186,-8.874605,-8.039051,-6.971214,-7.329204,-4.992483,-2.847256,-4.789853,-3.210306,-3.900859,-2.894605,-1.558931,-7.315482,-8.336329,-9.001132,6.30897,-3.774539,0.568779,-2.374354,-10.163091,-4.063666,-3.595036,-3.503869,-5.417507,-4.096654,-3.685482,38.717367,-1.444748,32.516319,25.449156,15.4243,0.17269,15.631892,40.075796,25.28055,2.757529,-9.107728,-2.017885,-4.305298,6.152141,4.089432,9.586089,3.409185,-8.127019,4.442362,-1.928302,-5.768321,-6.762606,5.800558,-3.69967,-4.889651,-9.099493,-8.774479,-8.229732
